Unnamed: 0,week_label,state,district,disease,cases,deaths,day,mon,year,latitude,longitude,rainfall_mm,leaf_area_index,Temp,temp_celsius,date,population,area_sq_km,density_per_sqkm,cases_per_100k,season,quarter,cases_4wk_avg
8223,25th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,25,0.0,18,6,2010,9.9696643,77.47420049,0.5856858554,8.0,,35.39,2010-06-18,1243003.0,3242.0,383.41,2.0113,Monsoon,2,19.67
8282,28th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,28,0.0,6,7,2010,9.9696643,77.47420049,0.2688121983,5.0,316.6666666,43.52,2010-07-06,1243003.0,3242.0,383.41,2.2526,Monsoon,3,21.75
7182,16th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,11,0.0,22,4,2011,9.9696643,77.47420049,0.5498600001,8.0,313.6533334,40.5,2011-04-22,1243003.0,3242.0,383.41,0.885,Summer,2,21.25
4816,27th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,10,0.0,2,7,2014,9.9696643,77.47420049,0.06728575799,6.0,314.31333340000003,41.16,2014-07-02,1243003.0,3242.0,383.41,0.8045,Monsoon,3,18.5
3916,21st week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,36,0.0,19,5,2015,9.9696643,77.47420049,0.7331649154,10.0,305.39,32.24,2015-05-19,1243003.0,3242.0,383.41,2.8962,Summer,2,21.25
8716,28th week,Tamil Nadu,Theni,Chikungunya,50,0.0,7,7,2009,9.9696643,77.47420049,0.2562282816,4.0,316.06,42.91,2009-07-07,1243003.0,3242.0,383.41,4.0225,Monsoon,3,50.0
8969,50th week,Tamil Nadu,Theni,Chikungunya,10,0.0,15,7,2009,9.9696643,77.47420049,0.06405189711,4.0,314.1466666,41.0,2009-07-15,1243003.0,3242.0,383.41,0.8045,Monsoon,3,30.0
8782,32nd week,Tamil Nadu,Theni,Chikungunya,82,0.0,3,8,2009,9.9696643,77.47420049,0.2169554891,4.0,315.25,42.1,2009-08-03,1243003.0,3242.0,383.41,6.5969,Monsoon,3,47.33
6741,33rd week,Tamil Nadu,Theni,Chikungunya,30,0.0,17,8,2012,9.9696643,77.47420049,0.394840877,5.0,318.28000000000003,45.13,2012-08-17,1243003.0,3242.0,383.41,2.4135,Monsoon,3,43.0
4782,25th week,Tamil Nadu,Theni,Chikungunya,66,0.0,11,6,2014,9.9696643,77.47420049,0.07469071328,7.0,312.1533334,39.0,2014-06-11,1243003.0,3242.0,383.41,5.3097,Monsoon,2,47.0
1605,25th week,Tamil Nadu,Theni,Chikungunya,28,0.0,21,6,2018,9.9696643,77.47420049,0.06686248441,6.0,311.88,38.73,2018-06-21,1243003.0,3242.0,383.41,2.2526,Monsoon,2,51.5
1008,32nd week,Tamil Nadu,Theni,Chikungunya,34,0.0,9,8,2019,9.9696643,77.47420049,0.2719435978,3.0,,35.39,2019-08-09,1243003.0,3242.0,383.41,2.7353,Monsoon,3,39.5
1142,38th week,Tamil Nadu,Theni,Chikungunya,43,0.0,7,9,2019,9.9696643,77.47420049,0.04284734381,6.0,313.90000000000003,40.75,2019-09-07,1243003.0,3242.0,383.41,3.4594,Monsoon,3,42.75
8098,19th week,Tamil Nadu,Theni,Cholera,23,0.0,12,5,2010,9.9696643,77.47420049,0.06652695286,6.0,315.7333334,42.58,2010-05-12,1243003.0,3242.0,383.41,1.8504,Summer,2,23.0
6209,1st week,Tamil Nadu,Theni,Cholera,21,0.0,3,1,2012,9.9696643,77.47420049,0.4204133468,13.0,300.02500000000003,26.88,2012-01-03,1243003.0,3242.0,383.41,1.6895,Winter,1,22.0
8934,46th week,Tamil Nadu,Theni,Dengue,5,0.0,11,11,2009,9.9696643,77.47420049,2.362386394,5.0,,35.39,2009-11-11,1243003.0,3242.0,383.41,0.4023,Post-Monsoon,4,5.0
7231,19th week,Tamil Nadu,Theni,Dengue,11,0.0,9,5,2011,9.9696643,77.47420049,0.07313094396,8.0,308.6866666,35.54,2011-05-09,1243003.0,3242.0,383.41,0.885,Summer,2,8.0
6468,22nd week,Tamil Nadu,Theni,Dengue,9,0.0,25,5,2012,9.9696643,77.47420049,0.2895826607,7.0,309.65000000000003,36.5,2012-05-25,1243003.0,3242.0,383.41,0.7241,Summer,2,8.33
6776,34th week,Tamil Nadu,Theni,Dengue,26,0.0,22,8,2012,9.9696643,77.47420049,0.2249669691,5.0,313.46,40.31,2012-08-22,1243003.0,3242.0,383.41,2.0917,Monsoon,3,12.75
5553,25th week,Tamil Nadu,Theni,Dengue,63,0.0,10,6,2013,9.9696643,77.47420049,0.1166061241,8.0,318.31,45.16,2013-06-10,1243003.0,3242.0,383.41,5.0684,Monsoon,2,27.25
6018,41st week,Tamil Nadu,Theni,Dengue,36,0.0,8,10,2013,9.9696643,77.47420049,0.01359488298,8.0,316.8433334,43.69,2013-10-08,1243003.0,3242.0,383.41,2.8962,Post-Monsoon,4,33.5
4230,34th week,Tamil Nadu,Theni,Dengue,19,0.0,13,8,2015,9.9696643,77.47420049,0.01443692172,8.0,313.955,40.81,2015-08-13,1243003.0,3242.0,383.41,1.5286,Monsoon,3,36.0
2134,22nd week,Tamil Nadu,Theni,Dengue,31,0.0,29,5,2017,9.9696643,77.47420049,0.1821434045,6.0,312.2333334,39.08,2017-05-29,1243003.0,3242.0,383.41,2.494,Summer,2,37.25
7903,46th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,20,0.0,16,11,2011,8.8052602,78.1452745,0.09363320126,8.0,307.66,34.51,2011-11-16,1750176.0,4621.0,378.74,1.1427,Post-Monsoon,4,20.0
6218,2nd week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,15,0.0,8,1,2012,8.8052602,78.1452745,0.06198671477,8.0,303.505,30.36,2012-01-08,1750176.0,4621.0,378.74,0.8571,Winter,1,17.5
6250,7th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,19,0.0,13,2,2012,8.8052602,78.1452745,0.2299828138,7.0,305.135,31.99,2012-02-13,1750176.0,4621.0,378.74,1.0856,Winter,1,18.0
6264,9th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,14,0.0,24,2,2012,8.8052602,78.1452745,0.0001395982142,6.0,308.415,35.27,2012-02-24,1750176.0,4621.0,378.74,0.7999,Winter,1,17.0
5992,40th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,20,0.0,30,9,2013,8.8052602,78.1452745,0.004823381798,8.0,318.776,45.63,2013-09-30,1750176.0,4621.0,378.74,1.1427,Monsoon,3,17.0
1505,18th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,15,0.0,2,5,2018,8.8052602,78.1452745,0.06162917279,3.0,314.968,41.82,2018-05-02,1750176.0,4621.0,378.74,0.8571,Summer,2,17.0
756,8th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,34,0.0,15,2,2019,8.8052602,78.1452745,0.2012647131,4.0,308.52500000000003,35.38,2019-02-15,1750176.0,4621.0,378.74,1.9427,Winter,1,20.75
6269,10th week,Tamil Nadu,Thoothukudi,Chikungunya,55,0.0,1,3,2012,8.8052602,78.1452745,0.006415241047,7.0,312.02,38.87,2012-03-01,1750176.0,4621.0,378.74,3.1425,Summer,1,55.0
6323,16th week,Tamil Nadu,Thoothukudi,Chikungunya,12,0.0,17,4,2012,8.8052602,78.1452745,0.07551768305,5.0,311.975,38.83,2012-04-17,1750176.0,4621.0,378.74,0.6856,Summer,2,33.5
2326,32nd week,Tamil Nadu,Thoothukudi,Chikungunya,29,0.0,6,8,2017,8.8052602,78.1452745,0.09788972959,3.0,316.4866666,43.34,2017-08-06,1750176.0,4621.0,378.74,1.657,Monsoon,3,32.0
6208,1st week,Tamil Nadu,Thoothukudi,Dengue,42,0.0,1,1,2012,8.8052602,78.1452745,0.1555477508,10.0,298.6666666,25.52,2012-01-01,1750176.0,4621.0,378.74,2.3998,Winter,1,42.0
6412,20th week,Tamil Nadu,Thoothukudi,Dengue,21,0.0,18,5,2012,8.8052602,78.1452745,0.07773494995,6.0,314.18,41.03,2012-05-18,1750176.0,4621.0,378.74,1.1999,Summer,2,31.5
6666,30th week,Tamil Nadu,Thoothukudi,Dengue,17,0.0,20,7,2012,8.8052602,78.1452745,0.06364257279,4.0,314.46,41.31,2012-07-20,1750176.0,4621.0,378.74,0.9713,Monsoon,3,26.67
5846,35th week,Tamil Nadu,Thoothukudi,Dengue,12,0.0,23,8,2013,8.8052602,78.1452745,0.05777245412,4.0,315.25333340000003,42.1,2013-08-23,1750176.0,4621.0,378.74,0.6856,Monsoon,3,23.0
8117,20th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,29,0.0,14,5,2010,10.8219673,78.6830614,0.03043903458,7.0,310.54,37.39,2010-05-14,2251744.0,,453.49,1.2879,Summer,2,29.0
6386,19th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,85,0.0,6,5,2012,10.8219673,78.6830614,0.255457975,7.0,310.115,36.97,2012-05-06,2251744.0,,453.49,3.7749,Summer,2,57.0
6410,20th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,80,0.0,14,5,2012,10.8219673,78.6830614,0.1663623687,8.0,309.708,36.56,2012-05-14,2251744.0,,453.49,3.5528,Summer,2,64.67
6834,37th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,19,0.0,7,9,2012,10.8219673,78.6830614,0.07175662206,8.0,309.90000000000003,36.75,2012-09-07,2251744.0,,453.49,0.8438,Monsoon,3,53.25
5366,15th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,15,0.0,4,4,2013,10.8219673,78.6830614,0.01382630121,5.0,315.185,42.04,2013-04-04,2251744.0,,453.49,0.6662,Summer,2,49.75
4378,39th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,18,0.0,25,9,2015,10.8219673,78.6830614,0.2222987456,7.0,310.745,37.6,2015-09-25,2251744.0,,453.49,0.7994,Monsoon,3,33.0
1588,24th week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,17,0.0,2,6,2018,10.8219673,78.6830614,0.02972300449,8.0,310.38,37.23,2018-06-02,2251744.0,,453.49,0.755,Monsoon,2,17.25
6322,16th week,Tamil Nadu,Tiruchirappalli,Chikungunya,29,0.0,16,4,2012,10.8219673,78.6830614,0.01557259856,6.0,316.05,42.9,2012-04-16,2251744.0,,453.49,1.2879,Summer,2,29.0
6742,33rd week,Tamil Nadu,Tiruchirappalli,Chikungunya,20,0.0,18,8,2012,10.8219673,78.6830614,0.1723455923,7.0,307.92,34.77,2012-08-18,2251744.0,,453.49,0.8882,Monsoon,3,24.5
6883,39th week,Tamil Nadu,Tiruchirappalli,Chikungunya,45,0.0,27,9,2012,10.8219673,78.6830614,0.07849861396,8.0,308.635,35.49,2012-09-27,2251744.0,,453.49,1.9985,Monsoon,3,31.33
3780,5th week,Tamil Nadu,Tiruchirappalli,Chikungunya,13,0.0,25,1,2015,10.8219673,78.6830614,0.04722714527,8.0,304.3,31.15,2015-01-25,2251744.0,,453.49,0.5773,Winter,1,26.75
1421,8th week,Tamil Nadu,Tiruchirappalli,Chikungunya,23,0.0,18,2,2018,10.8219673,78.6830614,0.0134968099,8.0,308.73,35.58,2018-02-18,2251744.0,,453.49,1.0214,Winter,1,25.25
1545,22nd week,Tamil Nadu,Tiruchirappalli,Chikungunya,31,0.0,31,5,2018,10.8219673,78.6830614,0.137969752,8.0,310.38,37.23,2018-05-31,2251744.0,,453.49,1.3767,Summer,2,28.0
6385,19th week,Tamil Nadu,Tiruchirappalli,Cholera,14,1.0,5,5,2012,10.8219673,78.6830614,0.245743166,7.0,310.416,37.27,2012-05-05,2251744.0,,453.49,0.6217,Summer,2,14.0
7797,41st week,Tamil Nadu,Tiruchirappalli,Dengue,16,0.0,14,10,2011,10.8219673,78.6830614,0.678364012,12.0,304.6733334,31.52,2011-10-14,2251744.0,,453.49,0.7106,Post-Monsoon,4,16.0
6512,24th week,Tamil Nadu,Tiruchirappalli,Dengue,15,0.0,9,6,2012,10.8219673,78.6830614,0.02611264208,8.0,313.4733334,40.32,2012-06-09,2251744.0,,453.49,0.6662,Monsoon,2,15.5
6513,24th week,Tamil Nadu,Tiruchirappalli,Dengue,12,0.0,14,6,2012,10.8219673,78.6830614,0.0500343412,6.0,310.81,37.66,2012-06-14,2251744.0,,453.49,0.5329,Monsoon,2,14.33
6869,38th week,Tamil Nadu,Tiruchirappalli,Dengue,16,0.0,18,9,2012,10.8219673,78.6830614,0.1619635349,9.0,309.04400000000004,35.89,2012-09-18,2251744.0,,453.49,0.7106,Monsoon,3,14.75
3767,3rd week,Tamil Nadu,Tiruchirappalli,Dengue,26,0.0,9,1,2015,10.8219673,78.6830614,0.04219313827,8.0,302.6,29.45,2015-01-09,2251744.0,,453.49,1.1547,Winter,1,17.25
3872,18th week,Tamil Nadu,Tiruchirappalli,Dengue,24,0.0,5,4,2015,10.8219673,78.6830614,0.07376734164,6.0,312.376,39.23,2015-04-05,2251744.0,,453.49,1.0658,Summer,2,19.5
3870,18th week,Tamil Nadu,Tiruchirappalli,Dengue,32,0.0,21,4,2015,10.8219673,78.6830614,0.1890576,5.0,306.92,33.77,2015-04-21,2251744.0,,453.49,1.4211,Summer,2,24.5
4002,25th week,Tamil Nadu,Tiruchirappalli,Dengue,11,0.0,8,6,2015,10.8219673,78.6830614,0.1777859728,10.0,309.8933334,36.74,2015-06-08,2251744.0,,453.49,0.4885,Monsoon,2,23.25
3609,40th week,Tamil Nadu,Tiruchirappalli,Dengue,11,0.0,27,9,2016,10.8219673,78.6830614,0.0047640781,7.0,310.944,37.79,2016-09-27,2251744.0,,453.49,0.4885,Monsoon,3,19.5
2161,24th week,Tamil Nadu,Tiruchirappalli,Dengue,19,0.0,16,6,2017,10.8219673,78.6830614,0.1358727892,5.0,312.3866666,39.24,2017-06-16,2251744.0,,453.49,0.8438,Monsoon,2,18.25
164,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,7,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,35.04,2022-06-06,2722290.0,4404.0,618.14,0.2571,Monsoon,2,7.0
166,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,17,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,35.04,2022-06-06,2722290.0,4404.0,618.14,0.6245,Monsoon,2,12.0
8880,40th week,Tamil Nadu,Tiruchirappalli,Chikungunya,8,0.0,24,9,2009,10.7992254,78.6811423,0.5714350858,9.0,305.684,32.53,2009-09-24,2722290.0,4404.0,618.14,0.2939,Monsoon,3,8.0
6317,15th week,Tamil Nadu,Tiruchirappalli,Chikungunya,34,0.0,14,4,2012,10.7992254,78.6811423,0.01526588756,8.0,313.5,40.35,2012-04-14,2722290.0,4404.0,618.14,1.2489,Summer,2,21.0
5361,14th week,Tamil Nadu,Tiruchirappalli,Chikungunya,11,0.0,28,3,2013,10.7992254,78.6811423,0.01754858152,7.0,315.628,42.48,2013-03-28,2722290.0,4404.0,618.14,0.4041,Summer,1,17.67
5350,13th week,Tamil Nadu,Tiruchirappalli,Chikungunya,16,0.0,30,3,2013,10.7992254,78.6811423,0.02763373048,8.0,314.192,41.04,2013-03-30,2722290.0,4404.0,618.14,0.5877,Summer,1,17.25
4629,5th week,Tamil Nadu,Tiruchirappalli,Chikungunya,22,0.0,29,1,2014,10.7992254,78.6811423,0.02187047771,8.0,304.436,31.29,2014-01-29,2722290.0,4404.0,618.14,0.8081,Winter,1,20.75
4742,23rd week,Tamil Nadu,Tiruchirappalli,Chikungunya,37,0.0,6,6,2014,10.7992254,78.6811423,0.1879498449,9.0,309.87,36.72,2014-06-06,2722290.0,4404.0,618.14,1.3591,Monsoon,2,21.5
4817,27th week,Tamil Nadu,Tiruchirappalli,Chikungunya,19,0.0,2,7,2014,10.7992254,78.6811423,0.1672357026,6.0,314.40000000000003,41.25,2014-07-02,2722290.0,4404.0,618.14,0.6979,Monsoon,3,23.5
5674,29th week,Tamil Nadu,Tiruchirappalli,Cholera,13,0.0,17,7,2013,10.7992254,78.6811423,0.0353640941,4.0,316.02,42.87,2013-07-17,2722290.0,4404.0,618.14,0.4775,Monsoon,3,13.0
165,23rd week,Tamil Nadu,Tiruchirappalli,Cholera,17,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,35.04,2022-06-06,2722290.0,4404.0,618.14,0.6245,Monsoon,2,15.0
8222,25th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,36,0.0,17,6,2010,8.7284271,77.7112925,0.7543232993,8.0,,35.39,2010-06-17,3072880.0,6823.0,450.37,1.1715,Monsoon,2,36.0
6576,26th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,11,0.0,10,6,2012,8.7284271,77.7112925,0.03784565483,4.0,308.2133334,35.06,2012-06-10,3072880.0,6823.0,450.37,0.358,Monsoon,2,23.5
4633,6th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,32,0.0,4,2,2014,8.7284271,77.7112925,0.04096906064,16.0,303.81333340000003,30.66,2014-02-04,3072880.0,6823.0,450.37,1.0414,Winter,1,26.33
4379,39th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,19,0.0,22,9,2015,8.7284271,77.7112925,0.03827807289,8.0,309.8933334,36.74,2015-09-22,3072880.0,6823.0,450.37,0.6183,Monsoon,3,24.5
2038,14th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,12,0.0,27,3,2017,8.7284271,77.7112925,0.01638806454,10.0,312.56,39.41,2017-03-27,3072880.0,6823.0,450.37,0.3905,Summer,1,18.5
8824,35th week,Tamil Nadu,Tirunelveli,Chikungunya,17,0.0,27,8,2009,8.7284271,77.7112925,0.09101110964,5.0,312.8,39.65,2009-08-27,3072880.0,6823.0,450.37,0.5532,Monsoon,3,17.0
5287,4th week,Tamil Nadu,Tirunelveli,Chikungunya,51,0.0,13,1,2013,8.7284271,77.7112925,0.2726167614,15.0,301.425,28.28,2013-01-13,3072880.0,6823.0,450.37,1.6597,Winter,1,34.0
5282,3rd week,Tamil Nadu,Tirunelveli,Chikungunya,45,0.0,16,1,2013,8.7284271,77.7112925,0.002963815897,8.0,302.39,29.24,2013-01-16,3072880.0,6823.0,450.37,1.4644,Winter,1,37.67
5303,7th week,Tamil Nadu,Tirunelveli,Chikungunya,28,0.0,5,2,2013,8.7284271,77.7112925,0.004292547772,15.0,305.068,31.92,2013-02-05,3072880.0,6823.0,450.37,0.9112,Winter,1,35.25
634,24th week,Tamil Nadu,Tirunelveli,Chikungunya,4,0.0,8,6,2020,8.7284271,77.7112925,0.1544300263,8.0,312.72,39.57,2020-06-08,3072880.0,6823.0,450.37,0.1302,Monsoon,2,32.0
7116,10th week,Tamil Nadu,Tirunelveli,Cholera,104,2.0,3,3,2011,8.7284271,77.7112925,0.087986142,11.0,305.67,32.52,2011-03-03,3072880.0,6823.0,450.37,3.3844,Summer,1,104.0
7200,17th week,Tamil Nadu,Tirunelveli,Cholera,13,0.0,18,4,2011,8.7284271,77.7112925,0.09876300738,9.0,307.04400000000004,33.89,2011-04-18,3072880.0,6823.0,450.37,0.4231,Summer,2,58.5
1374,51st week,Tamil Nadu,Tirunelveli,Cholera,1,0.0,20,12,2019,8.7284271,77.7112925,0.3583284273,12.0,299.91,26.76,2019-12-20,3072880.0,6823.0,450.37,0.0325,Winter,4,39.33
7269,21st week,Tamil Nadu,Tirunelveli,Dengue,16,0.0,21,5,2011,8.7284271,77.7112925,0.02563029155,10.0,308.03200000000004,34.88,2011-05-21,3072880.0,6823.0,450.37,0.5207,Summer,2,16.0
6399,19th week,Tamil Nadu,Tirunelveli,Dengue,188,12.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,41.05,2012-04-18,3072880.0,6823.0,450.37,6.118,Summer,2,102.0
6421,20th week,Tamil Nadu,Tirunelveli,Dengue,393,24.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,41.05,2012-04-18,3072880.0,6823.0,450.37,12.7893,Summer,2,199.0
6452,21st week,Tamil Nadu,Tirunelveli,Dengue,343,8.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,41.05,2012-04-18,3072880.0,6823.0,450.37,11.1622,Summer,2,235.0
6477,22nd week,Tamil Nadu,Tirunelveli,Dengue,303,0.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,41.05,2012-04-18,3072880.0,6823.0,450.37,9.8605,Summer,2,306.75
6498,23rd week,Tamil Nadu,Tirunelveli,Dengue,326,0.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,41.05,2012-04-18,3072880.0,6823.0,450.37,10.6089,Summer,2,341.25
4578,50th week,Tamil Nadu,Tirunelveli,Dengue,85,3.0,14,9,2015,8.7284271,77.7112925,0.06792298863,8.0,308.92,35.77,2015-09-14,3072880.0,6823.0,450.37,2.7661,Monsoon,3,264.25
2663,4th week,Tamil Nadu,Tirunelveli,Dengue,32,1.0,20,1,2016,8.7284271,77.7112925,0.0001528329676,18.0,301.7266666,28.58,2016-01-20,3072880.0,6823.0,450.37,1.0414,Winter,1,186.5
2678,6th week,Tamil Nadu,Tirunelveli,Dengue,13,1.0,2,2,2016,8.7284271,77.7112925,0.007543587547,8.0,300.14,26.99,2016-02-02,3072880.0,6823.0,450.37,0.4231,Winter,1,114.0
2694,7th week,Tamil Nadu,Tirunelveli,Dengue,13,1.0,2,2,2016,8.7284271,77.7112925,0.007543587547,8.0,300.14,26.99,2016-02-02,3072880.0,6823.0,450.37,0.4231,Winter,1,35.75
2238,28th week,Tamil Nadu,Tirunelveli,Dengue,37,0.0,15,7,2017,8.7284271,77.7112925,0.02591876574,3.0,309.56,36.41,2017-07-15,3072880.0,6823.0,450.37,1.2041,Monsoon,3,23.75
2254,29th week,Tamil Nadu,Tirunelveli,Dengue,37,1.0,17,7,2017,8.7284271,77.7112925,0.02525268231,3.0,,35.39,2017-07-17,3072880.0,6823.0,450.37,1.2041,Monsoon,3,25.0
780,13th week,Tamil Nadu,Tirunelveli,Dengue,35,0.0,26,3,2019,8.7284271,77.7112925,0.02209664155,9.0,311.208,38.06,2019-03-26,3072880.0,6823.0,450.37,1.139,Summer,1,30.5
1354,49th week,Tamil Nadu,Tirunelveli,Dengue,14,0.0,3,12,2019,8.7284271,77.7112925,1.660338535,8.0,300.49,27.34,2019-12-03,3072880.0,6823.0,450.37,0.4556,Winter,4,30.75
2150,23rd week,Tamil Nadu,Tiruppur,Acute Diarrhoeal Disease,25,0.0,5,6,2017,11.1017815,77.345192,0.3065164123,4.0,315.93333340000004,42.78,2017-06-05,1795974.0,5189.0,346.11,1.392,Monsoon,2,25.0
1403,5th week,Tamil Nadu,Tiruppur,Acute Diarrhoeal Disease,23,0.0,3,2,2018,11.1017815,77.345192,4.51e-05,6.0,310.59000000000003,37.44,2018-02-03,1795974.0,5189.0,346.11,1.2806,Winter,1,24.0
1808,38th week,Tamil Nadu,Tiruppur,Chikungunya,22,0.0,19,9,2018,11.1017815,77.345192,0.1093620474,4.0,312.02,38.87,2018-09-19,1795974.0,5189.0,346.11,1.225,Monsoon,3,22.0
2814,18th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,28,0.0,5,5,2016,13.1394221,79.9070839,0.00443689115,7.0,313.128,39.98,2016-05-05,2251744.0,,453.49,1.2435,Summer,2,28.0
2178,25th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,14,0.0,22,6,2017,13.1394221,79.9070839,0.2430307088,7.0,309.98,36.83,2017-06-22,2251744.0,,453.49,0.6217,Monsoon,2,21.0
920,27th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,11,0.0,6,7,2019,13.1394221,79.9070839,0.05142898177,5.0,312.88,39.73,2019-07-06,2251744.0,,453.49,0.4885,Monsoon,3,17.67
541,49th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,147,0.0,3,12,2021,13.1394221,79.9070839,0.86399891,8.0,302.06,28.91,2021-12-03,2251744.0,,453.49,6.5283,Winter,4,50.0
542,49th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,6,0.0,7,12,2021,13.1394221,79.9070839,0.05254252968,8.0,300.31,27.16,2021-12-07,2251744.0,,453.49,0.2665,Winter,4,44.5
555,51st week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,13,0.0,15,12,2021,13.1394221,79.9070839,0.225561643,8.0,299.74333340000004,26.59,2021-12-15,2251744.0,,453.49,0.5773,Winter,4,44.25
2486,40th week,Tamil Nadu,Tiruvallur,Dengue,47,0.0,7,10,2017,13.1394221,79.9070839,0.7070288885,8.0,308.01,34.86,2017-10-07,2251744.0,,453.49,2.0873,Post-Monsoon,4,47.0
1422,8th week,Tamil Nadu,Tiruvallur,Dengue,17,0.0,16,2,2018,13.1394221,79.9070839,0.004817441641,9.0,305.68,32.53,2018-02-16,2251744.0,,453.49,0.755,Winter,1,32.0
8980,52nd week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,13,0.0,26,12,2009,12.22721295,79.07015555,0.2505485455,8.0,296.54,23.39,2009-12-26,2464875.0,6191.0,398.14,0.5274,Winter,4,13.0
8037,15th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,29,0.0,5,4,2010,12.22721295,79.07015555,0.008206570204,7.0,312.01,38.86,2010-04-05,2464875.0,6191.0,398.14,1.1765,Summer,2,21.0
8220,25th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,10,0.0,13,6,2010,12.22721295,79.07015555,0.5326681065,7.0,,35.39,2010-06-13,2464875.0,6191.0,398.14,0.4057,Monsoon,2,17.33
8276,28th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,18,0.0,5,7,2010,12.22721295,79.07015555,0.2311447628,11.0,310.78000000000003,37.63,2010-07-05,2464875.0,6191.0,398.14,0.7303,Monsoon,3,17.5
8566,44th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,35,0.0,22,10,2010,12.22721295,79.07015555,0.1619395694,13.0,304.91200000000003,31.76,2010-10-22,2464875.0,6191.0,398.14,1.42,Post-Monsoon,4,23.0
7099,8th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,22,0.0,26,2,2011,12.22721295,79.07015555,0.2452633783,8.0,302.415,29.27,2011-02-26,2464875.0,6191.0,398.14,0.8925,Winter,1,21.25
7702,37th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,11,0.0,16,9,2011,12.22721295,79.07015555,0.2335127029,10.0,306.3866666,33.24,2011-09-16,2464875.0,6191.0,398.14,0.4463,Monsoon,3,21.5
6514,24th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,21,0.0,16,6,2012,12.22721295,79.07015555,0.1398941167,8.0,309.2266666,36.08,2012-06-16,2464875.0,6191.0,398.14,0.852,Monsoon,2,22.25
6152,47th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,13,0.0,20,11,2013,12.22721295,79.07015555,0.4448974126,13.0,298.39,25.24,2013-11-20,2464875.0,6191.0,398.14,0.5274,Post-Monsoon,4,16.75
4351,38th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,21,0.0,19,9,2015,12.22721295,79.07015555,0.005526542963,11.0,310.0733334,36.92,2015-09-19,2464875.0,6191.0,398.14,0.852,Monsoon,3,16.5
